review,sentiment,label
"Giá rẻ mà chất lượng tốt không tưởng, sẽ còn ủng hộ shop dài dài.",positive,2
Tư vấn thì nhiệt tình nhưng lúc gửi hàng thì sai tùm lum.,negative,0
"Sản phẩm cũng bình thường, không có gì đặc sắc như quảng cáo.",neutral,1
Tuyệt vời! Một trải nghiệm mua sắm không chê vào đâu được.,positive,2
Hàng gì mà mới dùng 2 hôm đã hỏng. Yêu cầu shop bảo hành ngay.,negative,0
Cái giá này mà đòi hỏi gì hơn. Nói chung là ổn.,neutral,1
"Vải mỏng dính, đường may cẩu thả, không đáng tiền.",negative,0
"Ban đầu cũng hơi nghi ngờ, nhưng nhận hàng xong thấy rất đáng tiền.",positive,2
"Shop trả lời tin nhắn như robot, chả giải quyết được vấn đề.",negative,0
Tôi nghĩ đây là sản phẩm tốt nhất tôi từng mua trong tầm giá này.,positive,2
"Giao hàng thì lâu, sản phẩm thì cũ, như hàng trưng bày.",negative,0
Đọc bình luận thấy chê nhiều mà mình dùng thấy vẫn ổn.,neutral,1
"Mùi hơi hắc, chắc phải giặt qua mấy nước mới dám dùng.",neutral,1
"Cảm ơn shop, hàng đẹp, tư vấn vừa vặn, giao hàng nhanh như chớp.",positive,2
Treo đầu dê bán thịt chó. Quảng cáo 1 kiểu bán 1 kiểu.,negative,0
"Sản phẩm dùng tốt, tuy nhiên phần hướng dẫn sử dụng hơi khó hiểu.",neutral,1
"Hàng y hình, chất vải xịn, form chuẩn, 10 điểm cho shop.",positive,2
"Chờ cả tuần lễ mới nhận được hàng, shop làm ăn quá chậm.",negative,0
"Nhìn chung là được, không quá xuất sắc nhưng cũng không tệ.",neutral,1
"Mua về chỉ muốn vứt đi, hàng lởm, khuyên mọi người nên tránh xa.",negative,0
"Đóng gói cẩn thận, có bọc chống sốc, sản phẩm nguyên vẹn.",positive,2
"Cũng không biết nên khen hay chê, chất lượng đúng bằng số tiền bỏ ra.",neutral,1
"Đã nhận hàng, nhìn bên ngoài thì khá giống mô tả, để dùng thử xem sao.",neutral,1
Quá tệ. Mua 2 cái hỏng cả 2. Shop đừng bán hàng nữa.,negative,0
"Dịch vụ chăm sóc khách hàng của shop này là số 1, rất chuyên nghiệp.",positive,2
"Sản phẩm có vẻ tốt, nhưng giao hàng trễ hẹn mất 3 ngày.",neutral,1
"Rất không hài lòng, sản phẩm bị trầy xước nhiều.",negative,0
"Vừa nhận hàng xong. Đẹp mê ly, còn được tặng thêm quà.",positive,2
Chất lượng sản phẩm quá tồi tệ so với giá tiền.,negative,0
"Mẫu mã đẹp, nhưng chất liệu không như tôi kỳ vọng.",neutral,1
"Shop giao nhầm màu cho tôi, nhưng thôi màu này cũng đẹp nên bỏ qua.",neutral,1
Một từ thôi: TUYỆT!,positive,2
Một từ thôi: TỆ!,negative,0
Giá cao hơn chỗ khác mà chất lượng cũng y chang.,neutral,1
"Hàng về tay mà sướng rơn người, đẹp không tì vết.",positive,2
"Làm ăn thiếu chuyên nghiệp, đặt size L giao size S, giờ ai mặc?",negative,0
"Đang dùng thử, thấy cũng có hiệu quả, sẽ kiên trì dùng thêm.",neutral,1
"Sản phẩm này là hàng nhái, không phải hàng chính hãng. Lừa đảo.",negative,0
"Đóng gói có tâm, giao hàng đúng hẹn, sản phẩm chất lượng.",positive,2
"Hơi thất vọng, chất vải không mát như quảng cáo.",negative,0
So với các sản phẩm khác cùng loại thì cái này khá ổn.,neutral,1
"Nhân viên giao hàng thái độ lồi lõm, không chấp nhận được.",negative,0
Tôi là khách hàng khó tính mà còn phải hài lòng với sản phẩm này.,positive,2
Mới dùng được 1 tuần thì bắt đầu có dấu hiệu hỏng hóc.,negative,0
"Hình ảnh chỉ mang tính chất minh họa, nhận hàng khác xa.",negative,0
"Đẹp, rẻ, bền. Sẽ mua thêm cho gia đình dùng.",positive,2
"Cũng được, không có gì để phàn nàn nhiều.",neutral,1
"Hỏi 10 câu trả lời 1 câu, shop nên xem lại thái độ phục vụ.",negative,0
"Sản phẩm tốt, đáng tiền, nhưng khâu vận chuyển nên cải thiện.",neutral,1
"Giống mô tả, nhưng tôi không thích mùi của sản phẩm lắm.",neutral,1
"Chất lượng gia công kém, nhiều chi tiết thừa, nhìn rất rẻ tiền.",negative,0
Quá xịn xò. Mua được đợt sale nên giá hời.,positive,2
Không hiểu sao máy không hoạt động. Shop hỗ trợ tôi.,negative,0
"Chính sách bảo hành mập mờ, không rõ ràng.",negative,0
"Đóng gói sản phẩm rất chắc chắn, giao hàng nhanh chóng.",positive,2
"Sản phẩm dùng OK, không có vấn đề gì.",neutral,1
"Không nên mua, hàng kém chất lượng, dùng bực mình.",negative,0
"Rất hài lòng về cách shop xử lý khiếu nại, rất chuyên nghiệp.",positive,2
"Sản phẩm dùng bình thường, không tốt không tệ.",neutral,1
"Hàng quốc tế mà giao nhanh phết, 5 ngày đã nhận được.",positive,2
"Chất liệu nhựa tái chế, nhìn ọp ẹp, không an toàn.",negative,0
Tôi thấy sản phẩm này hơi bị thổi phồng công dụng.,neutral,1
"Shop giao thiếu hàng, đã báo mà mãi không thấy phản hồi.",negative,0
"Vải đẹp, may kỹ, mặc lên tôn dáng lắm.",positive,2
"Sản phẩm y chang hình, không có gì để chê cả.",positive,2
"Yêu cầu đổi trả thì shop lặn mất tăm, làm ăn vô trách nhiệm.",negative,0
"Chất lượng hoàn thiện tốt, các chi tiết sắc sảo.",positive,2
"Pin tụt nhanh như tụt quần, dùng được 2 tiếng đã hết.",negative,0
"Cài đặt hơi lằng nhằng, nhưng dùng quen thì thấy khá tiện.",neutral,1
Hàng fake. Đừng ai bị lừa như tôi.,negative,0
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2
Dùng được 1 tháng thì mọi thứ vẫn ổn.,neutral,1
"Mới nhận hàng, chưa khui, hi vọng là tốt.",neutral,1
Shop này bán hàng có tâm nhất tôi từng gặp.,positive,2
"Lỗi tùm lum, không kết nối được, app thì giật lag.",negative,0
"Cũng tạm, với mức giá này thì không đòi hỏi gì hơn.",neutral,1
"Hoàn toàn không giống mô tả, sai cả về kích thước lẫn màu sắc.",negative,0
"Giao hàng đúng hẹn, sản phẩm chất lượng, đóng gói kỹ lưỡng.",positive,2
"Thái độ bán hàng rất tệ, không bao giờ quay lại.",negative,0
"Sản phẩm dễ sử dụng, phù hợp với người lớn tuổi.",positive,2
"Chất lượng âm thanh quá tệ, rè và nhỏ.",negative,0
"Cũng được, nhưng tôi kỳ vọng nó tốt hơn thế.",neutral,1
"Mua về không dùng được, shop bảo tự đi bảo hành hãng. Bó tay.",negative,0
"Quá đẹp, quá xuất sắc, 100 điểm!",positive,2
"Sản phẩm không có tem mác, không rõ nguồn gốc xuất xứ.",negative,0
"Đóng gói tạm được, giao hàng hơi lâu.",neutral,1
"Hoàn tiền nhanh gọn, shop xử lý vấn đề rất tốt.",positive,2
"Dùng thấy bình thường, không thần thánh như review.",neutral,1
Chưa gì đã hỏng. Tiền mất tật mang.,negative,0
"Vải mỏng, nhìn thấy cả nội y bên trong, không mặc được.",negative,0
"Rất ưng ý, từ sản phẩm đến dịch vụ.",positive,2
"Mùi nhựa nồng nặc, không biết có an toàn không.",negative,0
Hàng nhận về nhìn xịn sò hơn trong ảnh.,positive,2
"Sản phẩm chỉ ở mức trung bình, không có gì nổi trội.",neutral,1
"Phí tiền, mua về không xài được.",negative,0
"Rất đáng để trải nghiệm, sản phẩm độc đáo.",positive,2
"Shop giao hàng nhanh thật, hôm qua đặt hôm nay có.",positive,2
"Sản phẩm không hoạt động, liên hệ shop không trả lời.",negative,0
Chất lượng thì cũng được nhưng giá này là hơi cao.,neutral,1
"Nhìn hình tưởng to lắm, ai dè nhận về bé tí.",neutral,1
"Hàng giao sai mẫu, thủ tục đổi trả rườm rà, mất thời gian.",negative,0
"Dùng rất thích, da mềm mịn hẳn ra.",positive,2
"Quảng cáo thì hay lắm, dùng thì chán đời.",negative,0
"Cảm giác không phải hàng mới, tem bị rách, hộp móp méo.",negative,0
"Giao hàng nhanh, đóng gói đẹp, sản phẩm y hình, ưng ý.",positive,2
"Chất lượng vừa phải, phù hợp với học sinh sinh viên.",neutral,1
"Mãi mới tìm được shop bán hàng chuẩn, sẽ ủng hộ lâu dài.",positive,2
"Hạn sử dụng còn có 1 tháng, shop bán hàng kiểu gì đây?",negative,0
"Nói chung là ổn, không có gì phàn nàn.",neutral,1
"Sản phẩm bị lỗi, shop đã đổi cái mới rất nhanh, hài lòng.",positive,2
Quá thất vọng. Khác hoàn toàn quảng cáo.,negative,0
"Tôi thấy bình thường, không có gì đặc biệt.",neutral,1
"Hàng đẹp, xịn, mịn, thơm. Rất đáng tiền.",positive,2
Lừa đảo. Sản phẩm là hàng giả.,negative,0
"Hơi khó dùng, phải mất thời gian làm quen.",neutral,1
"Dịch vụ quá tệ, nhân viên nói chuyện với khách như quát.",negative,0
Sản phẩm này là cứu cánh của tôi. Rất tốt.,positive,2
"Giá rẻ giật mình, nhưng chất lượng thì ôi thôi.",negative,0
"Mới dùng thử, thấy cũng được, để xem lâu dài thế nào.",neutral,1
"Hàng chuẩn chính hãng, check code thoải mái.",positive,2
Không nên mua. Chất lượng không tương xứng giá tiền.,negative,0
"Sản phẩm y mô tả, hoạt động tốt.",neutral,1
"Giao hàng siêu tốc, đóng gói siêu cẩn thận. 10 sao.",positive,2
Mua 3 sản phẩm thì 1 cái bị lỗi. Shop xem xử lý.,negative,0
"Màu sắc không tươi như ảnh, hơi bị xỉn.",neutral,1
"Đã nhận hàng, mọi thứ đều ổn.",neutral,1
"Chất lượng quá kém, dùng được 1 lần là hỏng.",negative,0
"Sản phẩm tuyệt vời, dịch vụ cũng tuyệt vời.",positive,2
Hàng bị móp méo trong quá trình vận chuyển.,negative,0
"Thiết kế đẹp, tinh xảo, nhìn rất sang.",positive,2
"Sản phẩm không có tác dụng gì cả, dùng như không dùng.",negative,0
Tôi nghĩ nó ở mức chấp nhận được.,neutral,1
"Gia công cẩu thả, các mối nối hở hang.",negative,0
"Rất hài lòng, sẽ giới thiệu cho bạn bè và người thân.",positive,2
"Sản phẩm có mùi hóa chất rất nồng, không dám dùng.",negative,0
"Cũng OK, nhưng pin hơi yếu, phải sạc liên tục.",neutral,1
"Shop giao thiếu phụ kiện, tôi phải làm sao?",negative,0
"Đây là lần thứ N mua hàng của shop, vẫn luôn xịn.",positive,2
"Vải gì mà nhăn nhúm, giặt xong chắc khỏi mặc.",negative,0
"Dùng ổn, không gặp vấn đề gì.",neutral,1
Shop bán hàng fake mà cứ chối bay chối biến.,negative,0
"Sản phẩm tốt, giao hàng nhanh, nhân viên thân thiện.",positive,2
"Hơi thất vọng, không tốt như tôi mong đợi.",neutral,1
Đặt màu đen giao màu trắng. Quá chán.,negative,0
Chất lượng vượt trội so với các sản phẩm khác.,positive,2
"Sản phẩm bị lỗi kỹ thuật, không thể sử dụng.",negative,0
"Mua về tặng mà hộp nát bét, không thể chấp nhận.",negative,0
"Đẹp lắm shop ơi, y hình, chất lượng ưng ý.",positive,2
"Màu sắc và kiểu dáng đúng như mô tả, nhưng chất liệu thì không.",neutral,1
"Hàng nhận về không dùng được, shop không hỗ trợ.",negative,0
"Dùng rất thích, hiệu quả rõ rệt sau vài lần sử dụng.",positive,2
"Sản phẩm bình thường, giá này mua ở đâu chả được.",neutral,1
"Lừa đảo, hàng không giống hình, yêu cầu hoàn tiền.",negative,0
Sản phẩm này đã giúp tôi giải quyết được vấn đề.,positive,2
"Shop nên kiểm tra hàng kỹ trước khi giao, sản phẩm bị xước.",negative,0
"Đóng gói kỹ, có thư cảm ơn, rất chuyên nghiệp.",positive,2
"Cũng được, tạm ổn, không có gì nổi bật.",neutral,1
"Chờ hàng mòn mỏi, đến lúc nhận thì sai mẫu.",negative,0
"Đáng đồng tiền bát gạo, không có gì để chê.",positive,2
"Sản phẩm không như quảng cáo, chất lượng rất thấp.",negative,0
Tạm hài lòng. Hy vọng sản phẩm bền.,neutral,1
"Shop tư vấn sai kích cỡ, giờ mặc không vừa.",negative,0
"Quá xịn, đẹp hơn cả mong đợi.",positive,2
"Sản phẩm bị rò rỉ, chảy nước lung tung.",negative,0
Hơi mỏng so với tưởng tượng của tôi.,neutral,1
"Rất tệ, thái độ phục vụ của nhân viên không chấp nhận được.",negative,0
"Dịch vụ 5 sao, sản phẩm 5 sao. Sẽ quay lại.",positive,2
Sản phẩm có nhiều chức năng nhưng chả cái nào dùng được ra hồn.,negative,0
"Giao hàng nhanh, đóng gói cẩn thận. Còn chất lượng thì phải dùng mới biết.",neutral,1
"Hàng đẹp, giá rẻ, tội gì không mua.",positive,2
"Mua về làm quà tặng, ai cũng khen.",positive,2
Đừng mua. Hàng lởm. Phí tiền.,negative,0
"Chất lượng ổn định, tôi đã dùng sản phẩm này nhiều năm.",positive,2
"Sản phẩm bị lỗi, shop hứa đổi trả mà im re luôn.",negative,0
"Vừa vặn, thoải mái, chất liệu mát mẻ.",positive,2
"Không có gì đặc biệt, dùng cũng được, không dùng cũng chả sao.",neutral,1
Hàng về trễ 1 tuần so với dự kiến. Quá chậm.,negative,0
"Đã nhận được hàng, sản phẩm đúng như mô tả.",neutral,1
Sản phẩm này là một sự thất vọng lớn.,negative,0
Rất hài lòng. Shop làm việc rất có tâm.,positive,2
"Chất lượng không ổn định, cái tốt cái dở.",neutral,1
Hàng hết hạn sử dụng. Shop làm ăn thất đức.,negative,0
"Nói chung là 10 điểm, không có gì để chê.",positive,2
Sản phẩm không đáng một xu. Vứt sọt rác.,negative,0
"Mua hàng của shop nhiều lần rồi, lần nào cũng ưng.",positive,2
"Giao hàng nhanh, nhưng sản phẩm thì không như kỳ vọng.",neutral,1
Quá tệ. Sản phẩm khác xa mô tả.,negative,0
"Đã nhận hàng, nhìn bên ngoài thì cũng được, chưa biết dùng bền không.",neutral,1
"Shop làm ăn chán thật, giao sai màu đã đành, còn giao hàng rách.",negative,0
Sản phẩm này là một cú lừa ngoạn mục. Không bao giờ quay lại.,negative,0
Chất lượng sản phẩm hoàn toàn tương xứng với giá tiền. Rất hài lòng.,positive,2
"Vải mỏng tang, giặt một nước chắc nát bét.",negative,0
Nhìn chung là ổn. Không có gì để phàn nàn.,neutral,1
"Sản phẩm xịn, sò, mịn. Sẽ mua thêm.",positive,2
"Giao hàng quá lâu, shop ngâm đơn cả tuần mới gửi.",negative,0
"Mới dùng được 1 ngày, chưa thấy hiệu quả gì rõ rệt.",neutral,1
"Tuyệt vời. Đóng gói cẩn thận, hàng chuẩn, giao nhanh.",positive,2
"Hàng về vỡ nát, đổ hết ra ngoài. Yêu cầu shop hoàn tiền.",negative,0
"Cũng được, nhưng tôi kỳ vọng nó tốt hơn thế này.",neutral,1
"Shop tư vấn rất có tâm, chọn size chuẩn không cần chỉnh.",positive,2
Hàng fake. Đừng ai mua. Nhìn cái hộp là biết.,negative,0
"Mùi hơi khó chịu, phải phơi mấy ngày mới bay hết.",neutral,1
Sản phẩm này là cứu tinh của tôi. 10 điểm.,positive,2
Hỏi mãi không thèm trả lời. Dịch vụ khách hàng quá tệ.,negative,0
So với giá tiền này thì chất lượng như vậy là quá ổn rồi.,positive,2
"Sản phẩm không có tem mác, không rõ nguồn gốc. Rất lo lắng.",negative,0
"Mọi thứ đều ổn, chỉ là pin hơi yếu.",neutral,1
Xuất sắc! Vượt ngoài mong đợi của tôi.,positive,2
Hàng giao không đúng như quảng cáo. Treo đầu dê bán thịt chó.,negative,0
Đã nhận hàng. Đang sạc. Hy vọng dùng tốt.,neutral,1
"Rất ưng ý. Chất vải dày dặn, form đẹp.",positive,2
Cái gì đây? Đặt 1 đằng giao 1 nẻo. Làm ăn thiếu chuyên nghiệp.,negative,0
"Giao hàng nhanh, đóng gói cũng được. Chất lượng thì bình thường.",neutral,1
"Sản phẩm này là hàng nhái, dùng được 3 hôm thì hỏng.",negative,0
"Rất đáng tiền, tôi đã giới thiệu cho bạn bè mua.",positive,2
Kích thước hơi nhỏ so với mô tả.,neutral,1
Mua về không xài được. Shop bảo lỗi do nhà sản xuất. Bó tay.,negative,0
"Đóng gói siêu đẹp, siêu cẩn thận. Mở hàng ra mà thấy ưng.",positive,2
"Màu ở ngoài hơi xỉn, không được tươi như ảnh.",neutral,1
Hàng về tay mà sướng rơn. Đẹp không tì vết.,positive,2
Lừa đảo. Sản phẩm không có tác dụng gì cả.,negative,0
"Cũng tạm, không có gì đặc sắc.",neutral,1
"Shop này bán hàng chuẩn, tôi check code ra hàng thật.",positive,2
"Pin tụt nhanh, sạc thì lâu. Rất bực mình.",negative,0
"Chất lượng thì chưa biết, nhưng giao hàng trễ hẹn 3 ngày.",neutral,1
Không thể hài lòng hơn. Dịch vụ 5 sao.,positive,2
"Sản phẩm bị trầy xước tùm lum, như hàng đã qua sử dụng.",negative,0
Giá rẻ mà chất lượng tốt bất ngờ.,positive,2
"Hơi khó lắp ráp, sách hướng dẫn không chi tiết.",neutral,1
"Chất lượng gia công quá kém, chi tiết thừa, nhựa ọp ẹp.",negative,0
Tôi là khách hàng khó tính mà cũng phải khen sản phẩm này.,positive,2
Mới dùng 1 tuần đã lỗi. Yêu cầu bảo hành.,negative,0
"Vừa vặn, thoải mái. Tôi rất thích.",positive,2
"Chưa dùng, mua để dự phòng. Tạm cho 4 sao.",neutral,1
Hàng giao thiếu phụ kiện. Liên hệ shop không trả lời.,negative,0
"Sản phẩm dễ sử dụng, người lớn tuổi cũng dùng được.",positive,2
"Chất lượng âm thanh quá rè, không nghe rõ gì cả.",negative,0
Đúng như mô tả. Hoạt động tốt.,neutral,1
Hoàn tiền nhanh gọn. Shop xử lý khiếu nại chuyên nghiệp.,positive,2
"Sản phẩm không có gì đặc biệt, bị thổi phồng quá.",neutral,1
Mua về chỉ muốn vứt đi. Tiền mất tật mang.,negative,0
"Đẹp, xịn, mịn. Sẽ mua thêm màu khác.",positive,2
"Mùi nhựa nồng nặc, không biết có độc hại không.",negative,0
Hình ảnh chỉ mang tính chất minh hoạ. Khác xa thực tế.,negative,0
"Dùng rất êm, hiệu quả rõ rệt.",positive,2
"Giao hàng nhanh, đóng gói tạm được. Chất lượng chờ thời gian trả lời.",neutral,1
Sản phẩm không hoạt động. Đèn không lên. Chán.,negative,0
"Đóng gói cẩn thận, có bọc chống sốc. Hàng nguyên vẹn.",positive,2
Size hơi to so với bảng size của shop.,neutral,1
Hạn sử dụng còn có 2 tháng. Shop thanh lý hàng tồn à?,negative,0
"Rất ưng ý. Mẫu mã đẹp, chạy êm.",positive,2
"Vải nhăn nhúm, không phải chất liệu như shop nói.",negative,0
Cũng được. Giá này thì chất lượng vậy là hợp lý.,neutral,1
"Shop bán hàng fake, check code không ra. Yêu cầu hoàn tiền.",negative,0
"Dịch vụ chăm sóc khách hàng tuyệt vời, rất kiên nhẫn.",positive,2
"Chất lượng không ổn định. Mua 2 cái thì 1 cái tốt, 1 cái dởm.",neutral,1
"Sản phẩm bị lỗi, shop đã đổi cái mới ngay. Rất hài lòng.",positive,2
Thái độ bán hàng quá tệ. Không bao giờ quay lại.,negative,0
"Mới nhận hàng, chưa khui. Hy vọng là tốt.",neutral,1
Một trải nghiệm mua sắm không thể chê vào đâu được.,positive,2
Hàng về tay mà thất vọng tràn trề. Không giống hình tí nào.,negative,0
"Tôi thấy dùng cũng bình thường, không thần thánh như review.",neutral,1
"Đáng đồng tiền. Sản phẩm hoàn thiện tốt, chắc chắn.",positive,2
"Shop giao hàng nhanh thật, hôm qua đặt hôm nay nhận được.",positive,2
Đặt màu đen giao màu hồng. Con trai sao dùng?,negative,0
Chất lượng thì cũng được nhưng giá này là hơi đắt.,neutral,1
Quá tệ. Mới dùng 1 lần đã hỏng.,negative,0
"Hàng đẹp, giá rẻ, giao nhanh. 10 điểm.",positive,2
"Nhân viên giao hàng thái độ lồi lõm, không chấp nhận được.",negative,0
"Cài đặt hơi lằng nhằng, phải xem video mới làm được.",neutral,1
Shop này bán hàng có tâm nhất hệ mặt trời.,positive,2
Sản phẩm bị rò rỉ nước. Không an toàn.,negative,0
"Mọi thứ đều ổn, sản phẩm dùng tốt.",neutral,1
Hàng giao không đúng mẫu mã. Shop làm ăn cẩu thả.,negative,0
Vượt mong đợi. Sản phẩm xịn xò hơn trong ảnh nhiều.,positive,2
"Chất vải nóng, không thấm mồ hôi. Mặc rất bí.",negative,0
Tạm hài lòng. Hy vọng dùng được bền.,neutral,1
"Đã nhận hàng, đúng số lượng, đúng mô tả.",neutral,1
Mua về không dùng được. Liên hệ shop thì đổ lỗi cho khách.,negative,0
Dùng rất thích. Sẽ mua lại lần sau.,positive,2
"Quảng cáo 1 kiểu, bán hàng 1 kiểu. Lừa đảo.",negative,0
"Kích thước vừa vặn, chất liệu co giãn tốt.",positive,2
"Pin yếu, dùng chưa được 1 tiếng đã báo pin yếu.",negative,0
"Giao hàng nhanh, đóng gói ổn. Chất lượng thì phải dùng mới biết.",neutral,1
Không nên mua. Hàng lởm. Phí tiền.,negative,0
Rất hài lòng về cách shop xử lý vấn đề. Rất chuyên nghiệp.,positive,2
"Sản phẩm chỉ ở mức trung bình, không có gì nổi trội.",neutral,1
Hàng về trễ 1 tuần. Shop làm ăn quá chậm.,negative,0
"Sản phẩm tốt, đáng tiền, nên mua nhé mọi người.",positive,2
"Vải mỏng, đường may cẩu thả, chỉ thừa lung tung.",negative,0
"Tôi không thích mùi này lắm, hơi hắc.",neutral,1
"Shop giao nhầm size, nhưng thôi rộng tí cũng không sao.",neutral,1
"Hàng chuẩn, check code ra. Dùng rất yên tâm.",positive,2
"Máy chạy kêu to quá, không dùng ban đêm được.",negative,0
"Sản phẩm dùng tốt, không có vấn đề gì.",neutral,1
"Lần thứ 5 mua hàng của shop, vẫn luôn hài lòng.",positive,2
Mua 3 cái hỏng cả 3. Shop bán hàng kiểu gì vậy?,negative,0
"Giá rẻ, dùng tạm cũng được.",neutral,1
"Hàng quốc tế mà giao nhanh, 1 tuần là có.",positive,2
"Hàng bị móp méo, vỡ nát. Do vận chuyển hay do shop?",negative,0
"Chất lượng hoàn thiện tốt, không có chi tiết thừa.",positive,2
Sản phẩm dùng được vài hôm thì bong tróc sơn.,negative,0
Hơi mỏng so với tưởng tượng của tôi.,neutral,1
"Mua về tặng, ai cũng khen đẹp.",positive,2
"Shop giao hàng không đúng hẹn, làm lỡ việc của tôi.",negative,0
"Mọi thứ đều ok, từ sản phẩm đến vận chuyển.",neutral,1
Rất không hài lòng. Sản phẩm khác xa mô tả.,negative,0
"Đóng gói có tâm, hộp đẹp, sản phẩm xịn.",positive,2
"Chất lượng vừa phải, phù hợp với giá tiền.",neutral,1
"Thái độ nhân viên cskh rất tệ, nói chuyện như bố đời.",negative,0
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2
"Máy chạy êm, thiết kế đẹp, rất ưng.",positive,2
"Sản phẩm bị lỗi, app không kết nối được.",negative,0
"Nhìn hình tưởng to, nhận về bé tí.",neutral,1
Hoàn toàn không đáng tiền. Mọi người nên tránh xa.,negative,0
Dịch vụ 5 sao. Sẽ ủng hộ shop dài dài.,positive,2
Giao hàng đúng hẹn. Sản phẩm y hình.,neutral,1
Chất lượng quá kém. Không thể chấp nhận được.,negative,0
"Shop tư vấn nhiệt tình, giao hàng nhanh, sản phẩm tốt.",positive,2
Giá hơi cao so với chất lượng.,neutral,1
Hàng về không dùng được. Yêu cầu shop hỗ trợ.,negative,0
"Rất thích, vải mát, mặc thoải mái.",positive,2
"Sản phẩm bị oxy hóa, nhìn cũ rích.",negative,0
"Đóng gói tạm được, hộp hơi móp.",neutral,1
"Shop giao thiếu hàng, đã báo mà 3 ngày chưa xử lý.",negative,0
"Sản phẩm tốt, hiệu quả, sẽ mua lại.",positive,2
"Chất lượng bình thường, không tốt cũng không tệ.",neutral,1
"Hàng fake, tem mác in mờ, chất liệu dỏm.",negative,0
"Rất hài lòng, sẽ giới thiệu cho bạn bè.",positive,2
"Sản phẩm y mô tả, hoạt động ổn định.",neutral,1
Quá thất vọng. Khác hoàn toàn so với quảng cáo.,negative,0
"Đóng gói cẩn thận, có thư cảm ơn. Rất chuyên nghiệp.",positive,2
"Mùi thơm, dễ chịu. Dùng rất thích.",positive,2
Hàng hết hạn sử dụng. Shop làm ăn thất đức.,negative,0
"Mới dùng thử, thấy cũng được, để xem lâu dài thế nào.",neutral,1
Shop bán hàng lừa đảo. Không nên mua.,negative,0
"Dịch vụ xuất sắc, sản phẩm chất lượng. 10/10.",positive,2
Chất lượng không tương xứng với giá tiền.,negative,0
"Màu sắc không giống hình, ở ngoài tối hơn.",neutral,1
Shop giao hàng nhanh như một cơn gió.,positive,2
"Hàng bị vỡ 1 góc, chắc do vận chuyển.",negative,0
Tạm ổn. Với giá này thì không đòi hỏi gì hơn.,neutral,1
Sản phẩm này là một sự thất vọng toàn tập.,negative,0
Đẹp mê ly. Không có gì để chê.,positive,2
"Hàng giao sai mẫu, thủ tục đổi trả rườm rà.",negative,0
"Chất lượng tốt, giá cả hợp lý. Nên mua.",positive,2
Pin sạc không vào. Yêu cầu shop đổi cái mới.,negative,0
"Cũng được, không có gì đặc biệt.",neutral,1
Shop nên kiểm tra hàng kỹ trước khi giao. Sản phẩm bị xước.,negative,0
Quá xịn. Mua được đợt sale giá hời.,positive,2
"Sản phẩm không có tác dụng gì, dùng như không dùng.",negative,0
"Đã nhận hàng, mọi thứ đều ổn.",neutral,1
"Sản phẩm dễ dùng, tiện lợi. Rất hài lòng.",positive,2
"Hàng giao thiếu ốc vít, không lắp ráp được.",negative,0
"Chất lượng vừa phải, phù hợp với học sinh.",neutral,1
"Shop tư vấn sai size, giờ mặc không vừa.",negative,0
"Hàng chuẩn, dùng êm. Sẽ mua lại.",positive,2
Chất lượng quá tồi tệ. Dùng 1 hôm là hỏng.,negative,0
"Đã nhận hàng, đúng mô tả. Còn chất lượng phải dùng mới biết.",neutral,1
"Rất hài lòng. Shop làm việc chuyên nghiệp, có tâm.",positive,2
Hàng giao về không hoạt động. Liên hệ shop không trả lời.,negative,0
"Sản phẩm bình thường, không có gì nổi trội.",neutral,1
Sản phẩm này là hàng giả. Khuyên mọi người tránh xa.,negative,0
"Đóng gói chắc chắn, giao hàng đúng hẹn, sản phẩm chất lượng.",positive,2
"Hơi khó sử dụng, phải đọc kỹ hướng dẫn.",neutral,1
Quá tệ. Thái độ nhân viên giao hàng không chấp nhận được.,negative,0
"Sản phẩm tốt, đã giúp tôi giải quyết vấn đề. Cảm ơn shop.",positive,2
Chất lượng không ổn định. Cái được cái không.,neutral,1
"Hàng về không giống hình, chất vải xấu.",negative,0
Rất đáng tiền. Sản phẩm hoàn thiện tốt.,positive,2
Chờ hàng cả tháng trời. Dịch vụ quá chậm.,negative,0
"Đã nhận hàng. Đang dùng thử, thấy cũng ổn.",neutral,1
"Sản phẩm bị lỗi kỹ thuật, không thể sử dụng.",negative,0
"Vải đẹp, may kỹ, mặc lên tôn dáng.",positive,2
"Cũng tạm được, không quá xuất sắc.",neutral,1
"Hàng bị móp méo, vỡ góc. Yêu cầu hoàn tiền.",negative,0
"Dùng rất thích, da mềm mịn hẳn.",positive,2
Giá này thì chất lượng vầy là ok rồi.,neutral,1
"Sản phẩm không có tem bảo hành, không biết hàng gì.",negative,0
Tuyệt vời. Sẽ giới thiệu bạn bè ủng hộ shop.,positive,2
"Hàng về sai màu, sai kích cỡ. Shop làm ăn cẩu thả.",negative,0
"Đã nhận hàng, chưa dùng nên chưa biết.",neutral,1
"Quảng cáo thì hay lắm, dùng thì chán.",negative,0
"Sản phẩm y hình, chất lượng tốt, giá hợp lý.",positive,2
"Mùi sản phẩm hơi nồng, không thích lắm.",neutral,1
"Hàng giao thiếu, nhắn tin shop không thèm đọc.",negative,0
"Rất ưng ý, từ sản phẩm đến cách shop gói hàng.",positive,2
