review,sentiment,label,review_cleaned
"Chờ hàng mòn mỏi, đến lúc nhận thì sai mẫu.",negative,0,"chờ hàng mòn mỏi, đến lúc nhận thì sai mẫu."
"Đáng đồng tiền bát gạo, không có gì để chê.",positive,2,"đáng đồng tiền bát gạo, không có gì để chê."
"Sản phẩm không như quảng cáo, chất lượng rất thấp.",negative,0,"sản phẩm không như quảng cáo, chất lượng rất thấp."
Tạm hài lòng. Hy vọng sản phẩm bền.,neutral,1,tạm hài lòng. hy vọng sản phẩm bền.
"Shop tư vấn sai kích cỡ, giờ mặc không vừa.",negative,0,"shop tư vấn sai kích cỡ, giờ mặc không vừa."
"Quá xịn, đẹp hơn cả mong đợi.",positive,2,"quá xịn, đẹp hơn cả mong đợi."
"Sản phẩm bị rò rỉ, chảy nước lung tung.",negative,0,"sản phẩm bị rò rỉ, chảy nước lung tung."
Hơi mỏng so với tưởng tượng của tôi.,neutral,1,hơi mỏng so với tưởng tượng của tôi.
"Rất tệ, thái độ phục vụ của nhân viên không chấp nhận được.",negative,0,"rất tệ, thái độ phục vụ của nhân viên không chấp nhận được."
"Dịch vụ 5 sao, sản phẩm 5 sao. Sẽ quay lại.",positive,2,"dịch vụ 5 sao, sản phẩm 5 sao. sẽ quay lại."
Sản phẩm có nhiều chức năng nhưng chả cái nào dùng được ra hồn.,negative,0,sản phẩm có nhiều chức năng nhưng chả cái nào dùng được ra hồn.
"Giao hàng nhanh, đóng gói cẩn thận. Còn chất lượng thì phải dùng mới biết.",neutral,1,"giao hàng nhanh, đóng gói cẩn thận. còn chất lượng thì phải dùng mới biết."
"Hàng đẹp, giá rẻ, tội gì không mua.",positive,2,"hàng đẹp, giá rẻ, tội gì không mua."
"Mua về làm quà tặng, ai cũng khen.",positive,2,"mua về làm quà tặng, ai cũng khen."
Đừng mua. Hàng lởm. Phí tiền.,negative,0,đừng mua. hàng lởm. phí tiền.
"Chất lượng ổn định, tôi đã dùng sản phẩm này nhiều năm.",positive,2,"chất lượng ổn định, tôi đã dùng sản phẩm này nhiều năm."
"Sản phẩm bị lỗi, shop hứa đổi trả mà im re luôn.",negative,0,"sản phẩm bị lỗi, shop hứa đổi trả mà im re luôn."
"Vừa vặn, thoải mái, chất liệu mát mẻ.",positive,2,"vừa vặn, thoải mái, chất liệu mát mẻ."
"Không có gì đặc biệt, dùng cũng được, không dùng cũng chả sao.",neutral,1,"không có gì đặc biệt, dùng cũng được, không dùng cũng chả sao."
Hàng về trễ 1 tuần so với dự kiến. Quá chậm.,negative,0,hàng về trễ 1 tuần so với dự kiến. quá chậm.
"Đã nhận được hàng, sản phẩm đúng như mô tả.",neutral,1,"đã nhận được hàng, sản phẩm đúng như mô tả."
Sản phẩm này là một sự thất vọng lớn.,negative,0,sản phẩm này là một sự thất vọng lớn.
Rất hài lòng. Shop làm việc rất có tâm.,positive,2,rất hài lòng. shop làm việc rất có tâm.
"Chất lượng không ổn định, cái tốt cái dở.",neutral,1,"chất lượng không ổn định, cái tốt cái dở."
Hàng hết hạn sử dụng. Shop làm ăn thất đức.,negative,0,hàng hết hạn sử dụng. shop làm ăn thất đức.
"Nói chung là 10 điểm, không có gì để chê.",positive,2,"nói chung là 10 điểm, không có gì để chê."
Sản phẩm không đáng một xu. Vứt sọt rác.,negative,0,sản phẩm không đáng một xu. vứt sọt rác.
"Mua hàng của shop nhiều lần rồi, lần nào cũng ưng.",positive,2,"mua hàng của shop nhiều lần rồi, lần nào cũng ưng."
"Giao hàng nhanh, nhưng sản phẩm thì không như kỳ vọng.",neutral,1,"giao hàng nhanh, nhưng sản phẩm thì không như kỳ vọng."
Quá tệ. Sản phẩm khác xa mô tả.,negative,0,quá tệ. sản phẩm khác xa mô tả.
"Đã nhận hàng, nhìn bên ngoài thì cũng được, chưa biết dùng bền không.",neutral,1,"đã nhận hàng, nhìn bên ngoài thì cũng được, chưa biết dùng bền không."
"Shop làm ăn chán thật, giao sai màu đã đành, còn giao hàng rách.",negative,0,"shop làm ăn chán thật, giao sai màu đã đành, còn giao hàng rách."
Sản phẩm này là một cú lừa ngoạn mục. Không bao giờ quay lại.,negative,0,sản phẩm này là một cú lừa ngoạn mục. không bao giờ quay lại.
Chất lượng sản phẩm hoàn toàn tương xứng với giá tiền. Rất hài lòng.,positive,2,chất lượng sản phẩm hoàn toàn tương xứng với giá tiền. rất hài lòng.
"Vải mỏng tang, giặt một nước chắc nát bét.",negative,0,"vải mỏng tang, giặt một nước chắc nát bét."
Nhìn chung là ổn. Không có gì để phàn nàn.,neutral,1,nhìn chung là ổn. không có gì để phàn nàn.
"Sản phẩm xịn, sò, mịn. Sẽ mua thêm.",positive,2,"sản phẩm xịn, sò, mịn. sẽ mua thêm."
"Giao hàng quá lâu, shop ngâm đơn cả tuần mới gửi.",negative,0,"giao hàng quá lâu, shop ngâm đơn cả tuần mới gửi."
"Mới dùng được 1 ngày, chưa thấy hiệu quả gì rõ rệt.",neutral,1,"mới dùng được 1 ngày, chưa thấy hiệu quả gì rõ rệt."
"Tuyệt vời. Đóng gói cẩn thận, hàng chuẩn, giao nhanh.",positive,2,"tuyệt vời. đóng gói cẩn thận, hàng chuẩn, giao nhanh."
"Hàng về vỡ nát, đổ hết ra ngoài. Yêu cầu shop hoàn tiền.",negative,0,"hàng về vỡ nát, đổ hết ra ngoài. yêu cầu shop hoàn tiền."
"Cũng được, nhưng tôi kỳ vọng nó tốt hơn thế này.",neutral,1,"cũng được, nhưng tôi kỳ vọng nó tốt hơn thế này."
"Shop tư vấn rất có tâm, chọn size chuẩn không cần chỉnh.",positive,2,"shop tư vấn rất có tâm, chọn size chuẩn không cần chỉnh."
Hàng fake. Đừng ai mua. Nhìn cái hộp là biết.,negative,0,hàng fake. đừng ai mua. nhìn cái hộp là biết.
"Mùi hơi khó chịu, phải phơi mấy ngày mới bay hết.",neutral,1,"mùi hơi khó chịu, phải phơi mấy ngày mới bay hết."
Sản phẩm này là cứu tinh của tôi. 10 điểm.,positive,2,sản phẩm này là cứu tinh của tôi. 10 điểm.
Hỏi mãi không thèm trả lời. Dịch vụ khách hàng quá tệ.,negative,0,hỏi mãi không thèm trả lời. dịch vụ khách hàng quá tệ.
So với giá tiền này thì chất lượng như vậy là quá ổn rồi.,positive,2,so với giá tiền này thì chất lượng như vậy là quá ổn rồi.
"Sản phẩm không có tem mác, không rõ nguồn gốc. Rất lo lắng.",negative,0,"sản phẩm không có tem mác, không rõ nguồn gốc. rất lo lắng."
"Mọi thứ đều ổn, chỉ là pin hơi yếu.",neutral,1,"mọi thứ đều ổn, chỉ là pin hơi yếu."
Xuất sắc! Vượt ngoài mong đợi của tôi.,positive,2,xuất sắc! vượt ngoài mong đợi của tôi.
Hàng giao không đúng như quảng cáo. Treo đầu dê bán thịt chó.,negative,0,hàng giao không đúng như quảng cáo. treo đầu dê bán thịt chó.
Đã nhận hàng. Đang sạc. Hy vọng dùng tốt.,neutral,1,đã nhận hàng. đang sạc. hy vọng dùng tốt.
"Rất ưng ý. Chất vải dày dặn, form đẹp.",positive,2,"rất ưng ý. chất vải dày dặn, form đẹp."
Cái gì đây? Đặt 1 đằng giao 1 nẻo. Làm ăn thiếu chuyên nghiệp.,negative,0,cái gì đây? đặt 1 đằng giao 1 nẻo. làm ăn thiếu chuyên nghiệp.
"Giao hàng nhanh, đóng gói cũng được. Chất lượng thì bình thường.",neutral,1,"giao hàng nhanh, đóng gói cũng được. chất lượng thì bình thường."
"Sản phẩm này là hàng nhái, dùng được 3 hôm thì hỏng.",negative,0,"sản phẩm này là hàng nhái, dùng được 3 hôm thì hỏng."
"Rất đáng tiền, tôi đã giới thiệu cho bạn bè mua.",positive,2,"rất đáng tiền, tôi đã giới thiệu cho bạn bè mua."
Kích thước hơi nhỏ so với mô tả.,neutral,1,kích thước hơi nhỏ so với mô tả.
Mua về không xài được. Shop bảo lỗi do nhà sản xuất. Bó tay.,negative,0,mua về không xài được. shop bảo lỗi do nhà sản xuất. bó tay.
"Đóng gói siêu đẹp, siêu cẩn thận. Mở hàng ra mà thấy ưng.",positive,2,"đóng gói siêu đẹp, siêu cẩn thận. mở hàng ra mà thấy ưng."
"Màu ở ngoài hơi xỉn, không được tươi như ảnh.",neutral,1,"màu ở ngoài hơi xỉn, không được tươi như ảnh."
Hàng về tay mà sướng rơn. Đẹp không tì vết.,positive,2,hàng về tay mà sướng rơn. đẹp không tì vết.
Lừa đảo. Sản phẩm không có tác dụng gì cả.,negative,0,lừa đảo. sản phẩm không có tác dụng gì cả.
"Cũng tạm, không có gì đặc sắc.",neutral,1,"cũng tạm, không có gì đặc sắc."
"Shop này bán hàng chuẩn, tôi check code ra hàng thật.",positive,2,"shop này bán hàng chuẩn, tôi check code ra hàng thật."
"Pin tụt nhanh, sạc thì lâu. Rất bực mình.",negative,0,"pin tụt nhanh, sạc thì lâu. rất bực mình."
"Chất lượng thì chưa biết, nhưng giao hàng trễ hẹn 3 ngày.",neutral,1,"chất lượng thì chưa biết, nhưng giao hàng trễ hẹn 3 ngày."
Không thể hài lòng hơn. Dịch vụ 5 sao.,positive,2,không thể hài lòng hơn. dịch vụ 5 sao.
"Sản phẩm bị trầy xước tùm lum, như hàng đã qua sử dụng.",negative,0,"sản phẩm bị trầy xước tùm lum, như hàng đã qua sử dụng."
Giá rẻ mà chất lượng tốt bất ngờ.,positive,2,giá rẻ mà chất lượng tốt bất ngờ.
"Hơi khó lắp ráp, sách hướng dẫn không chi tiết.",neutral,1,"hơi khó lắp ráp, sách hướng dẫn không chi tiết."
"Chất lượng gia công quá kém, chi tiết thừa, nhựa ọp ẹp.",negative,0,"chất lượng gia công quá kém, chi tiết thừa, nhựa ọp ẹp."
Tôi là khách hàng khó tính mà cũng phải khen sản phẩm này.,positive,2,tôi là khách hàng khó tính mà cũng phải khen sản phẩm này.
Mới dùng 1 tuần đã lỗi. Yêu cầu bảo hành.,negative,0,mới dùng 1 tuần đã lỗi. yêu cầu bảo hành.
"Vừa vặn, thoải mái. Tôi rất thích.",positive,2,"vừa vặn, thoải mái. tôi rất thích."
"Chưa dùng, mua để dự phòng. Tạm cho 4 sao.",neutral,1,"chưa dùng, mua để dự phòng. tạm cho 4 sao."
Hàng giao thiếu phụ kiện. Liên hệ shop không trả lời.,negative,0,hàng giao thiếu phụ kiện. liên hệ shop không trả lời.
"Sản phẩm dễ sử dụng, người lớn tuổi cũng dùng được.",positive,2,"sản phẩm dễ sử dụng, người lớn tuổi cũng dùng được."
"Chất lượng âm thanh quá rè, không nghe rõ gì cả.",negative,0,"chất lượng âm thanh quá rè, không nghe rõ gì cả."
Đúng như mô tả. Hoạt động tốt.,neutral,1,đúng như mô tả. hoạt động tốt.
Hoàn tiền nhanh gọn. Shop xử lý khiếu nại chuyên nghiệp.,positive,2,hoàn tiền nhanh gọn. shop xử lý khiếu nại chuyên nghiệp.
"Sản phẩm không có gì đặc biệt, bị thổi phồng quá.",neutral,1,"sản phẩm không có gì đặc biệt, bị thổi phồng quá."
Mua về chỉ muốn vứt đi. Tiền mất tật mang.,negative,0,mua về chỉ muốn vứt đi. tiền mất tật mang.
"Đẹp, xịn, mịn. Sẽ mua thêm màu khác.",positive,2,"đẹp, xịn, mịn. sẽ mua thêm màu khác."
"Mùi nhựa nồng nặc, không biết có độc hại không.",negative,0,"mùi nhựa nồng nặc, không biết có độc hại không."
Hình ảnh chỉ mang tính chất minh hoạ. Khác xa thực tế.,negative,0,hình ảnh chỉ mang tính chất minh hoạ. khác xa thực tế.
"Dùng rất êm, hiệu quả rõ rệt.",positive,2,"dùng rất êm, hiệu quả rõ rệt."
"Giao hàng nhanh, đóng gói tạm được. Chất lượng chờ thời gian trả lời.",neutral,1,"giao hàng nhanh, đóng gói tạm được. chất lượng chờ thời gian trả lời."
Sản phẩm không hoạt động. Đèn không lên. Chán.,negative,0,sản phẩm không hoạt động. đèn không lên. chán.
"Đóng gói cẩn thận, có bọc chống sốc. Hàng nguyên vẹn.",positive,2,"đóng gói cẩn thận, có bọc chống sốc. hàng nguyên vẹn."
Size hơi to so với bảng size của shop.,neutral,1,size hơi to so với bảng size của shop.
Hạn sử dụng còn có 2 tháng. Shop thanh lý hàng tồn à?,negative,0,hạn sử dụng còn có 2 tháng. shop thanh lý hàng tồn à?
"Rất ưng ý. Mẫu mã đẹp, chạy êm.",positive,2,"rất ưng ý. mẫu mã đẹp, chạy êm."
"Vải nhăn nhúm, không phải chất liệu như shop nói.",negative,0,"vải nhăn nhúm, không phải chất liệu như shop nói."
Cũng được. Giá này thì chất lượng vậy là hợp lý.,neutral,1,cũng được. giá này thì chất lượng vậy là hợp lý.
"Shop bán hàng fake, check code không ra. Yêu cầu hoàn tiền.",negative,0,"shop bán hàng fake, check code không ra. yêu cầu hoàn tiền."
"Dịch vụ chăm sóc khách hàng tuyệt vời, rất kiên nhẫn.",positive,2,"dịch vụ chăm sóc khách hàng tuyệt vời, rất kiên nhẫn."
"Chất lượng không ổn định. Mua 2 cái thì 1 cái tốt, 1 cái dởm.",neutral,1,"chất lượng không ổn định. mua 2 cái thì 1 cái tốt, 1 cái dởm."
"Sản phẩm bị lỗi, shop đã đổi cái mới ngay. Rất hài lòng.",positive,2,"sản phẩm bị lỗi, shop đã đổi cái mới ngay. rất hài lòng."
Thái độ bán hàng quá tệ. Không bao giờ quay lại.,negative,0,thái độ bán hàng quá tệ. không bao giờ quay lại.
"Mới nhận hàng, chưa khui. Hy vọng là tốt.",neutral,1,"mới nhận hàng, chưa khui. hy vọng là tốt."
Một trải nghiệm mua sắm không thể chê vào đâu được.,positive,2,một trải nghiệm mua sắm không thể chê vào đâu được.
Hàng về tay mà thất vọng tràn trề. Không giống hình tí nào.,negative,0,hàng về tay mà thất vọng tràn trề. không giống hình tí nào.
"Tôi thấy dùng cũng bình thường, không thần thánh như review.",neutral,1,"tôi thấy dùng cũng bình thường, không thần thánh như review."
"Đáng đồng tiền. Sản phẩm hoàn thiện tốt, chắc chắn.",positive,2,"đáng đồng tiền. sản phẩm hoàn thiện tốt, chắc chắn."
"Shop giao hàng nhanh thật, hôm qua đặt hôm nay nhận được.",positive,2,"shop giao hàng nhanh thật, hôm qua đặt hôm nay nhận được."
Đặt màu đen giao màu hồng. Con trai sao dùng?,negative,0,đặt màu đen giao màu hồng. con trai sao dùng?
Chất lượng thì cũng được nhưng giá này là hơi đắt.,neutral,1,chất lượng thì cũng được nhưng giá này là hơi đắt.
Quá tệ. Mới dùng 1 lần đã hỏng.,negative,0,quá tệ. mới dùng 1 lần đã hỏng.
"Hàng đẹp, giá rẻ, giao nhanh. 10 điểm.",positive,2,"hàng đẹp, giá rẻ, giao nhanh. 10 điểm."
"Nhân viên giao hàng thái độ lồi lõm, không chấp nhận được.",negative,0,"nhân viên giao hàng thái độ lồi lõm, không chấp nhận được."
"Cài đặt hơi lằng nhằng, phải xem video mới làm được.",neutral,1,"cài đặt hơi lằng nhằng, phải xem video mới làm được."
Shop này bán hàng có tâm nhất hệ mặt trời.,positive,2,shop này bán hàng có tâm nhất hệ mặt trời.
Sản phẩm bị rò rỉ nước. Không an toàn.,negative,0,sản phẩm bị rò rỉ nước. không an toàn.
"Mọi thứ đều ổn, sản phẩm dùng tốt.",neutral,1,"mọi thứ đều ổn, sản phẩm dùng tốt."
Hàng giao không đúng mẫu mã. Shop làm ăn cẩu thả.,negative,0,hàng giao không đúng mẫu mã. shop làm ăn cẩu thả.
Vượt mong đợi. Sản phẩm xịn xò hơn trong ảnh nhiều.,positive,2,vượt mong đợi. sản phẩm xịn xò hơn trong ảnh nhiều.
"Chất vải nóng, không thấm mồ hôi. Mặc rất bí.",negative,0,"chất vải nóng, không thấm mồ hôi. mặc rất bí."
Tạm hài lòng. Hy vọng dùng được bền.,neutral,1,tạm hài lòng. hy vọng dùng được bền.
"Đã nhận hàng, đúng số lượng, đúng mô tả.",neutral,1,"đã nhận hàng, đúng số lượng, đúng mô tả."
Mua về không dùng được. Liên hệ shop thì đổ lỗi cho khách.,negative,0,mua về không dùng được. liên hệ shop thì đổ lỗi cho khách.
Dùng rất thích. Sẽ mua lại lần sau.,positive,2,dùng rất thích. sẽ mua lại lần sau.
"Quảng cáo 1 kiểu, bán hàng 1 kiểu. Lừa đảo.",negative,0,"quảng cáo 1 kiểu, bán hàng 1 kiểu. lừa đảo."
"Kích thước vừa vặn, chất liệu co giãn tốt.",positive,2,"kích thước vừa vặn, chất liệu co giãn tốt."
"Pin yếu, dùng chưa được 1 tiếng đã báo pin yếu.",negative,0,"pin yếu, dùng chưa được 1 tiếng đã báo pin yếu."
"Giao hàng nhanh, đóng gói ổn. Chất lượng thì phải dùng mới biết.",neutral,1,"giao hàng nhanh, đóng gói ổn. chất lượng thì phải dùng mới biết."
Không nên mua. Hàng lởm. Phí tiền.,negative,0,không nên mua. hàng lởm. phí tiền.
Rất hài lòng về cách shop xử lý vấn đề. Rất chuyên nghiệp.,positive,2,rất hài lòng về cách shop xử lý vấn đề. rất chuyên nghiệp.
"Sản phẩm chỉ ở mức trung bình, không có gì nổi trội.",neutral,1,"sản phẩm chỉ ở mức trung bình, không có gì nổi trội."
Hàng về trễ 1 tuần. Shop làm ăn quá chậm.,negative,0,hàng về trễ 1 tuần. shop làm ăn quá chậm.
"Sản phẩm tốt, đáng tiền, nên mua nhé mọi người.",positive,2,"sản phẩm tốt, đáng tiền, nên mua nhé mọi người."
"Vải mỏng, đường may cẩu thả, chỉ thừa lung tung.",negative,0,"vải mỏng, đường may cẩu thả, chỉ thừa lung tung."
"Tôi không thích mùi này lắm, hơi hắc.",neutral,1,"tôi không thích mùi này lắm, hơi hắc."
"Shop giao nhầm size, nhưng thôi rộng tí cũng không sao.",neutral,1,"shop giao nhầm size, nhưng thôi rộng tí cũng không sao."
"Hàng chuẩn, check code ra. Dùng rất yên tâm.",positive,2,"hàng chuẩn, check code ra. dùng rất yên tâm."
"Máy chạy kêu to quá, không dùng ban đêm được.",negative,0,"máy chạy kêu to quá, không dùng ban đêm được."
"Sản phẩm dùng tốt, không có vấn đề gì.",neutral,1,"sản phẩm dùng tốt, không có vấn đề gì."
"Lần thứ 5 mua hàng của shop, vẫn luôn hài lòng.",positive,2,"lần thứ 5 mua hàng của shop, vẫn luôn hài lòng."
Mua 3 cái hỏng cả 3. Shop bán hàng kiểu gì vậy?,negative,0,mua 3 cái hỏng cả 3. shop bán hàng kiểu gì vậy?
"Giá rẻ, dùng tạm cũng được.",neutral,1,"giá rẻ, dùng tạm cũng được."
"Hàng quốc tế mà giao nhanh, 1 tuần là có.",positive,2,"hàng quốc tế mà giao nhanh, 1 tuần là có."
"Hàng bị móp méo, vỡ nát. Do vận chuyển hay do shop?",negative,0,"hàng bị móp méo, vỡ nát. do vận chuyển hay do shop?"
"Chất lượng hoàn thiện tốt, không có chi tiết thừa.",positive,2,"chất lượng hoàn thiện tốt, không có chi tiết thừa."
Sản phẩm dùng được vài hôm thì bong tróc sơn.,negative,0,sản phẩm dùng được vài hôm thì bong tróc sơn.
Hơi mỏng so với tưởng tượng của tôi.,neutral,1,hơi mỏng so với tưởng tượng của tôi.
"Mua về tặng, ai cũng khen đẹp.",positive,2,"mua về tặng, ai cũng khen đẹp."
"Shop giao hàng không đúng hẹn, làm lỡ việc của tôi.",negative,0,"shop giao hàng không đúng hẹn, làm lỡ việc của tôi."
"Mọi thứ đều ok, từ sản phẩm đến vận chuyển.",neutral,1,"mọi thứ đều ok, từ sản phẩm đến vận chuyển."
Rất không hài lòng. Sản phẩm khác xa mô tả.,negative,0,rất không hài lòng. sản phẩm khác xa mô tả.
"Đóng gói có tâm, hộp đẹp, sản phẩm xịn.",positive,2,"đóng gói có tâm, hộp đẹp, sản phẩm xịn."
"Chất lượng vừa phải, phù hợp với giá tiền.",neutral,1,"chất lượng vừa phải, phù hợp với giá tiền."
"Thái độ nhân viên cskh rất tệ, nói chuyện như bố đời.",negative,0,"thái độ nhân viên cskh rất tệ, nói chuyện như bố đời."
Sản phẩm này là một sự đầu tư xứng đáng.,positive,2,sản phẩm này là một sự đầu tư xứng đáng.
"Máy chạy êm, thiết kế đẹp, rất ưng.",positive,2,"máy chạy êm, thiết kế đẹp, rất ưng."
"Sản phẩm bị lỗi, app không kết nối được.",negative,0,"sản phẩm bị lỗi, app không kết nối được."
"Nhìn hình tưởng to, nhận về bé tí.",neutral,1,"nhìn hình tưởng to, nhận về bé tí."
Hoàn toàn không đáng tiền. Mọi người nên tránh xa.,negative,0,hoàn toàn không đáng tiền. mọi người nên tránh xa.
Dịch vụ 5 sao. Sẽ ủng hộ shop dài dài.,positive,2,dịch vụ 5 sao. sẽ ủng hộ shop dài dài.
Giao hàng đúng hẹn. Sản phẩm y hình.,neutral,1,giao hàng đúng hẹn. sản phẩm y hình.
Chất lượng quá kém. Không thể chấp nhận được.,negative,0,chất lượng quá kém. không thể chấp nhận được.
"Shop tư vấn nhiệt tình, giao hàng nhanh, sản phẩm tốt.",positive,2,"shop tư vấn nhiệt tình, giao hàng nhanh, sản phẩm tốt."
Giá hơi cao so với chất lượng.,neutral,1,giá hơi cao so với chất lượng.
Hàng về không dùng được. Yêu cầu shop hỗ trợ.,negative,0,hàng về không dùng được. yêu cầu shop hỗ trợ.
"Rất thích, vải mát, mặc thoải mái.",positive,2,"rất thích, vải mát, mặc thoải mái."
"Sản phẩm bị oxy hóa, nhìn cũ rích.",negative,0,"sản phẩm bị oxy hóa, nhìn cũ rích."
"Đóng gói tạm được, hộp hơi móp.",neutral,1,"đóng gói tạm được, hộp hơi móp."
"Shop giao thiếu hàng, đã báo mà 3 ngày chưa xử lý.",negative,0,"shop giao thiếu hàng, đã báo mà 3 ngày chưa xử lý."
"Sản phẩm tốt, hiệu quả, sẽ mua lại.",positive,2,"sản phẩm tốt, hiệu quả, sẽ mua lại."
"Chất lượng bình thường, không tốt cũng không tệ.",neutral,1,"chất lượng bình thường, không tốt cũng không tệ."
"Hàng fake, tem mác in mờ, chất liệu dỏm.",negative,0,"hàng fake, tem mác in mờ, chất liệu dỏm."
"Rất hài lòng, sẽ giới thiệu cho bạn bè.",positive,2,"rất hài lòng, sẽ giới thiệu cho bạn bè."
"Sản phẩm y mô tả, hoạt động ổn định.",neutral,1,"sản phẩm y mô tả, hoạt động ổn định."
Quá thất vọng. Khác hoàn toàn so với quảng cáo.,negative,0,quá thất vọng. khác hoàn toàn so với quảng cáo.
"Đóng gói cẩn thận, có thư cảm ơn. Rất chuyên nghiệp.",positive,2,"đóng gói cẩn thận, có thư cảm ơn. rất chuyên nghiệp."
"Mùi thơm, dễ chịu. Dùng rất thích.",positive,2,"mùi thơm, dễ chịu. dùng rất thích."
Hàng hết hạn sử dụng. Shop làm ăn thất đức.,negative,0,hàng hết hạn sử dụng. shop làm ăn thất đức.
"Mới dùng thử, thấy cũng được, để xem lâu dài thế nào.",neutral,1,"mới dùng thử, thấy cũng được, để xem lâu dài thế nào."
Shop bán hàng lừa đảo. Không nên mua.,negative,0,shop bán hàng lừa đảo. không nên mua.
"Dịch vụ xuất sắc, sản phẩm chất lượng. 10/10.",positive,2,"dịch vụ xuất sắc, sản phẩm chất lượng. 10 10."
Chất lượng không tương xứng với giá tiền.,negative,0,chất lượng không tương xứng với giá tiền.
"Màu sắc không giống hình, ở ngoài tối hơn.",neutral,1,"màu sắc không giống hình, ở ngoài tối hơn."
Shop giao hàng nhanh như một cơn gió.,positive,2,shop giao hàng nhanh như một cơn gió.
"Hàng bị vỡ 1 góc, chắc do vận chuyển.",negative,0,"hàng bị vỡ 1 góc, chắc do vận chuyển."
Tạm ổn. Với giá này thì không đòi hỏi gì hơn.,neutral,1,tạm ổn. với giá này thì không đòi hỏi gì hơn.
Sản phẩm này là một sự thất vọng toàn tập.,negative,0,sản phẩm này là một sự thất vọng toàn tập.
Đẹp mê ly. Không có gì để chê.,positive,2,đẹp mê ly. không có gì để chê.
"Hàng giao sai mẫu, thủ tục đổi trả rườm rà.",negative,0,"hàng giao sai mẫu, thủ tục đổi trả rườm rà."
"Chất lượng tốt, giá cả hợp lý. Nên mua.",positive,2,"chất lượng tốt, giá cả hợp lý. nên mua."
Pin sạc không vào. Yêu cầu shop đổi cái mới.,negative,0,pin sạc không vào. yêu cầu shop đổi cái mới.
"Cũng được, không có gì đặc biệt.",neutral,1,"cũng được, không có gì đặc biệt."
Shop nên kiểm tra hàng kỹ trước khi giao. Sản phẩm bị xước.,negative,0,shop nên kiểm tra hàng kỹ trước khi giao. sản phẩm bị xước.
Quá xịn. Mua được đợt sale giá hời.,positive,2,quá xịn. mua được đợt sale giá hời.
"Sản phẩm không có tác dụng gì, dùng như không dùng.",negative,0,"sản phẩm không có tác dụng gì, dùng như không dùng."
"Đã nhận hàng, mọi thứ đều ổn.",neutral,1,"đã nhận hàng, mọi thứ đều ổn."
"Sản phẩm dễ dùng, tiện lợi. Rất hài lòng.",positive,2,"sản phẩm dễ dùng, tiện lợi. rất hài lòng."
"Hàng giao thiếu ốc vít, không lắp ráp được.",negative,0,"hàng giao thiếu ốc vít, không lắp ráp được."
"Chất lượng vừa phải, phù hợp với học sinh.",neutral,1,"chất lượng vừa phải, phù hợp với học sinh."
"Shop tư vấn sai size, giờ mặc không vừa.",negative,0,"shop tư vấn sai size, giờ mặc không vừa."
"Hàng chuẩn, dùng êm. Sẽ mua lại.",positive,2,"hàng chuẩn, dùng êm. sẽ mua lại."
Chất lượng quá tồi tệ. Dùng 1 hôm là hỏng.,negative,0,chất lượng quá tồi tệ. dùng 1 hôm là hỏng.
"Đã nhận hàng, đúng mô tả. Còn chất lượng phải dùng mới biết.",neutral,1,"đã nhận hàng, đúng mô tả. còn chất lượng phải dùng mới biết."
"Rất hài lòng. Shop làm việc chuyên nghiệp, có tâm.",positive,2,"rất hài lòng. shop làm việc chuyên nghiệp, có tâm."
Hàng giao về không hoạt động. Liên hệ shop không trả lời.,negative,0,hàng giao về không hoạt động. liên hệ shop không trả lời.
"Sản phẩm bình thường, không có gì nổi trội.",neutral,1,"sản phẩm bình thường, không có gì nổi trội."
Sản phẩm này là hàng giả. Khuyên mọi người tránh xa.,negative,0,sản phẩm này là hàng giả. khuyên mọi người tránh xa.
"Đóng gói chắc chắn, giao hàng đúng hẹn, sản phẩm chất lượng.",positive,2,"đóng gói chắc chắn, giao hàng đúng hẹn, sản phẩm chất lượng."
"Hơi khó sử dụng, phải đọc kỹ hướng dẫn.",neutral,1,"hơi khó sử dụng, phải đọc kỹ hướng dẫn."
Quá tệ. Thái độ nhân viên giao hàng không chấp nhận được.,negative,0,quá tệ. thái độ nhân viên giao hàng không chấp nhận được.
"Sản phẩm tốt, đã giúp tôi giải quyết vấn đề. Cảm ơn shop.",positive,2,"sản phẩm tốt, đã giúp tôi giải quyết vấn đề. cảm ơn shop."
Chất lượng không ổn định. Cái được cái không.,neutral,1,chất lượng không ổn định. cái được cái không.
"Hàng về không giống hình, chất vải xấu.",negative,0,"hàng về không giống hình, chất vải xấu."
Rất đáng tiền. Sản phẩm hoàn thiện tốt.,positive,2,rất đáng tiền. sản phẩm hoàn thiện tốt.
Chờ hàng cả tháng trời. Dịch vụ quá chậm.,negative,0,chờ hàng cả tháng trời. dịch vụ quá chậm.
"Đã nhận hàng. Đang dùng thử, thấy cũng ổn.",neutral,1,"đã nhận hàng. đang dùng thử, thấy cũng ổn."
"Sản phẩm bị lỗi kỹ thuật, không thể sử dụng.",negative,0,"sản phẩm bị lỗi kỹ thuật, không thể sử dụng."
"Vải đẹp, may kỹ, mặc lên tôn dáng.",positive,2,"vải đẹp, may kỹ, mặc lên tôn dáng."
"Cũng tạm được, không quá xuất sắc.",neutral,1,"cũng tạm được, không quá xuất sắc."
